record_id,panel_rows,finite_count,coverage,zero_share,mean,std,minimum,maximum,bin_lower,bin_upper,unit_interval_bins
f10_repost_cf_c__side_absnet__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0036433714987012603,0.03775712796035424,0.033189686949887796,0.0,0.8269485699146698,0.0,1.0,True
f10_repost_cf_c__side_buy__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.009126172439116956,0.053670251677176414,0.035563047723414606,0.0,0.7340240611568682,0.0,1.0,True
f10_repost_cf_c__side_net__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0036433714987012603,0.000678621792771381,0.05026624617085,-0.8269485699146698,0.7340240611568682,-0.8269485699146698,0.7340240611568682,False
f10_repost_cf_c__side_sell__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0090837847295812,0.05299162988440506,0.035733807211178005,0.0,0.8269485699146698,0.0,1.0,True
f10_repost_cf_c__side_total__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0036433714987012603,0.10666188156158145,0.05056258674413824,0.0,0.8269485699146698,0.0,1.0,True
f10_repost_rf_c__side_absnet__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.007075790210410619,0.033656441304020575,0.030608724822058304,0.0,0.49536070466993287,0.0,1.0,True
f10_repost_rf_c__side_buy__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.013389587409864507,0.04882330745316979,0.03475548416245755,0.0,0.37873266037942144,0.0,1.0,True
f10_repost_rf_c__side_net__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.007075790210410619,0.003485384320276567,0.045359697669003926,-0.49536070466993287,0.3663070164475396,-0.49536070466993287,0.3663070164475396,False
f10_repost_rf_c__side_sell__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.013866695582313482,0.04533792313289327,0.03393557837180171,0.0,0.5030261475574863,0.0,1.0,True
f10_repost_rf_c__side_total__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.007075790210410619,0.09416123058606302,0.05159100837323905,0.0,0.5106915904450398,0.0,1.0,True
f110_taker_buy_pressure__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.002896164898047701,0.0014746619675541194,0.0012993635440544566,0.0,0.016264186761856838,0.0,1.0,True
f111_taker_sell_pressure__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0029484102144522375,0.0014538184892533264,0.0013420951844831147,0.0,0.02056005924682932,0.0,1.0,True
f112_trend_execution_buy__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.004570972305053502,0.008267693143734602,0.00958251492335713,0.0,0.13645126707174174,0.0,1.0,True
f113_trend_execution_sell__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.004149066731069699,0.008221034286711776,0.009761988189875571,0.0,0.1364831121877042,0.0,1.0,True
f114_counterflow_buy_liquidity__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.00398641621773482,0.0005793880273856032,0.0007465936733174766,0.0,0.020736253335136325,0.0,1.0,True
f115_counterflow_sell_liquidity__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.004099778696725796,0.0005903428632445717,0.000763998944917383,0.0,0.025921062046209017,0.0,1.0,True
f116_flow_amplification__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.002747315034329116,0.0029284804568074476,0.0022860209782597078,0.0,0.023483622245900556,0.0,1.0,True
f117_flow_absorption__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.003046000522453164,0.0011697308906301741,0.001350796359575985,0.0,0.02847419480779629,0.0,1.0,True
f118_withdraw_spread_widening__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.003913469926905845,0.024769367308402488,0.017519460095670465,0.0,0.2920018110160669,0.0,1.0,True
f119_withdraw_volatility_jump__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.002305694246607751,0.0191355169108256,0.01503578969961848,0.0,0.29147293174864786,0.0,1.0,True
f11_urgentrep_c__side_absnet__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0025481913755797505,0.009430724378465713,0.010728098557153508,0.0,0.8263639274000045,0.0,1.0,True
f11_urgentrep_c__side_buy__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.006407444464707303,0.013976235919965118,0.012979757346581062,0.0,0.7291068019831947,0.0,1.0,True
f11_urgentrep_c__side_net__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0025481913755797505,0.0017584759855651564,0.014175275064801294,-0.8263639274000045,0.7291068019831947,-0.8263639274000045,0.7291068019831947,False
f11_urgentrep_c__side_sell__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.006615439969638571,0.012217759934399941,0.011870525565784778,0.0,0.8263639274000045,0.0,1.0,True
f11_urgentrep_c__side_total__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0025481913755797505,0.02619399585436507,0.02044085450281793,0.0,0.8263639274000045,0.0,1.0,True
f120_withdraw_imbalance_flip__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.03635189685000172,0.0015071273572071914,0.0020899301700595158,0.0,0.05474052895065412,0.0,1.0,True
f121_cancel_impact_signed_250ms__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.004209198132969259,-4.2445464234766776e-05,0.003453495704507397,-0.09385979658037737,0.11286581556168533,-0.09385979658037737,0.11286581556168533,False
f122_cancel_impact_abs_250ms__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.004209198132969259,0.007777696458453899,0.006817957639023426,0.0,0.14450545972827467,0.0,1.0,True
f123_algo_refill_100ms__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0051249698110789645,0.05834213266464006,0.031629844125515144,0.0,0.4029918278126493,0.0,1.0,True
f124_algo_refill_500ms__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0037320899605202845,0.08700201216052053,0.039885331345623706,0.0,0.4270531242973521,0.0,1.0,True
f125_algo_refill_1000ms__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.003368344267062285,0.1016794766476812,0.045219563803912795,0.0,0.4413644916123894,0.0,1.0,True
f126_algo_shock_withdrawal__den_all_orders__win_0930_0935,1017106,1014445,0.9973837535124166,0.0035122653273464803,0.02488219126212981,0.017608527074264305,0.0,0.2920260467255406,0.0,1.0,True
