column_a,column_b,common_n,equality_rate,mean_absolute_difference,max_absolute_difference
dm06_soft_under_buy,dm07_fresh_match_sell,1714613,0.04827736637946872,0.009710467261010358,0.12740141557128412
dm06_soft_under_buy,dm08_adaptive_repeat_buy,1714613,0.03353409778183182,0.011626560513516685,0.11458333333333333
dm06_soft_under_buy,dm08_adaptive_repeat_sell,1714613,0.03651786146494865,0.011576331749467185,0.12942366026289182
dm06_soft_under_buy,dm09_two_level_buy,1714613,0.03380937855947669,0.012404003665402027,0.125
dm06_soft_under_buy,dm09_two_level_sell,1714613,0.03384203899072269,0.012404515135878402,0.12740141557128412
dm06_soft_under_buy,dm10_excess_cancel_buy,1714613,0.03390211085533587,0.012743792923420526,0.12841253791708798
dm06_soft_under_buy,dm10_excess_cancel_sell,1714613,0.03383912288079001,0.012765027640415982,0.1263902932254803
dm06_soft_under_buy,dm11_recent_buy,1714613,0.03353409778183182,0.009961066326577655,0.09585114508897459
dm06_soft_under_buy,dm11_recent_sell,1714613,0.017867588779508847,0.009893460020814789,0.1246486481376819
dm06_soft_under_buy,dm12_persistent_buy,1714613,0.03355159444142789,0.002078094457386997,0.07407407407407407
dm06_soft_under_buy,dm12_persistent_sell,1714613,0.025732337267943262,0.005341055753200876,0.125
dm06_soft_under_sell,dm07_fresh_match_buy,1714613,0.04598472075039674,0.010747253151352837,0.11122345803842264
dm06_soft_under_sell,dm07_fresh_match_sell,1714613,0.06071515846432985,0.010231714804207136,0.12032355915065722
dm06_soft_under_sell,dm08_adaptive_repeat_buy,1714613,0.03836959127219962,0.012413257873584622,0.12740141557128412
dm06_soft_under_sell,dm08_adaptive_repeat_sell,1714613,0.03602678855228556,0.012330220232797591,0.11931243680485337
dm06_soft_under_sell,dm09_two_level_buy,1714613,0.03625016257312875,0.013175847000982316,0.12740141557128412
dm06_soft_under_sell,dm09_two_level_sell,1714613,0.03629973644198428,0.013174795560514749,0.12436804853387258
dm06_soft_under_sell,dm10_excess_cancel_buy,1714613,0.03633356331720336,0.013516025517719302,0.12841253791708795
dm06_soft_under_sell,dm10_excess_cancel_sell,1714613,0.03626590956676521,0.013535537151070117,0.12841253791708795
dm06_soft_under_sell,dm11_recent_buy,1714613,0.017949823079610384,0.010829856129673727,0.11550574646012546
dm06_soft_under_sell,dm11_recent_sell,1714613,0.03602678855228556,0.010557409731412152,0.09979062966247453
dm06_soft_under_sell,dm12_persistent_buy,1714613,0.026710400539363695,0.005695301274829708,0.10810810810810811
dm06_soft_under_sell,dm12_persistent_sell,1714613,0.036035536882083594,0.0021169838650447956,0.07317073170731707
dm07_fresh_match_buy,dm07_fresh_match_sell,1714613,0.1321930954681902,0.0019990173390138145,0.05154639175257732
dm07_fresh_match_buy,dm08_adaptive_repeat_buy,1714613,0.12126818121640277,0.0021932711250436296,0.04275534441805225
dm07_fresh_match_buy,dm08_adaptive_repeat_sell,1714613,0.1223669714390361,0.0023158390677581824,0.04918032786885246
dm07_fresh_match_buy,dm09_two_level_buy,1714613,0.10061570745118578,0.002710104923664751,0.041666666666666664
dm07_fresh_match_buy,dm09_two_level_sell,1714613,0.10029318569263151,0.0027087658933196116,0.04285714285714286
dm07_fresh_match_buy,dm10_excess_cancel_buy,1714613,0.09016903522835765,0.002983165951019327,0.041666666666666664
dm07_fresh_match_buy,dm10_excess_cancel_sell,1714613,0.08957123269215853,0.0030029721158248285,0.041666666666666664
dm07_fresh_match_buy,dm11_recent_buy,1714613,0.0349454949892483,0.001625863637275486,0.04807222130076306
dm07_fresh_match_buy,dm11_recent_sell,1714613,0.023853779249311653,0.002076428466733686,0.04136659520793265
dm07_fresh_match_buy,dm12_persistent_buy,1714613,0.054952925237356766,0.00785820183837166,0.1029243366897406
dm07_fresh_match_buy,dm12_persistent_sell,1714613,0.04040911855911509,0.008902372995021725,0.10618522765625227
dm07_fresh_match_sell,dm08_adaptive_repeat_buy,1714613,0.11110845421095022,0.0025916078030276193,0.05154639175257732
dm07_fresh_match_sell,dm08_adaptive_repeat_sell,1714613,0.1110868749974484,0.0023925102027260994,0.05154639175257732
dm07_fresh_match_sell,dm09_two_level_buy,1714613,0.09144687460085746,0.003004467907779559,0.05154639175257732
dm07_fresh_match_sell,dm09_two_level_sell,1714613,0.09179505812681929,0.0030081444135580293,0.05154639175257732
dm07_fresh_match_sell,dm10_excess_cancel_buy,1714613,0.08302573233726794,0.0032961420667256104,0.05154639175257732
dm07_fresh_match_sell,dm10_excess_cancel_sell,1714613,0.08234744516692688,0.0033121867232525862,0.05154639175257732
dm07_fresh_match_sell,dm11_recent_buy,1714613,0.022730493703243822,0.002134182075177742,0.05517118928893394
dm07_fresh_match_sell,dm11_recent_sell,1714613,0.03758282481236291,0.0017113887084092671,0.04012016321243422
dm07_fresh_match_sell,dm12_persistent_buy,1714613,0.039268919575437725,0.007974151370204607,0.10309887918563103
dm07_fresh_match_sell,dm12_persistent_sell,1714613,0.0554282511563834,0.008286007071619304,0.10406208540572148
dm08_adaptive_repeat_buy,dm08_adaptive_repeat_sell,1714613,0.3005232084441212,0.001253334613271886,0.04918032786885246
dm08_adaptive_repeat_buy,dm09_two_level_buy,1714613,0.3740342572930451,0.001040966581408163,0.04275534441805225
dm08_adaptive_repeat_buy,dm09_two_level_sell,1714613,0.3713374388273039,0.0010573070556043947,0.04513064133016627
dm08_adaptive_repeat_buy,dm10_excess_cancel_buy,1714613,0.3666833273747487,0.001200589963558575,0.047505938242280284
dm08_adaptive_repeat_buy,dm10_excess_cancel_sell,1714613,0.3680608977069461,0.0012094815954138422,0.047505938242280284
dm08_adaptive_repeat_buy,dm11_recent_buy,1714613,0.0349454949892483,0.0018245936842122342,0.04807222130076306
dm08_adaptive_repeat_buy,dm11_recent_sell,1714613,0.03534966782591757,0.002208366864134466,0.04247991093087582
dm08_adaptive_repeat_buy,dm12_persistent_buy,1714613,0.0780998394389871,0.009560619504571039,0.1029243366897406
dm08_adaptive_repeat_buy,dm12_persistent_sell,1714613,0.07390355724586248,0.010330136067124475,0.10985574259466907
dm08_adaptive_repeat_sell,dm09_two_level_buy,1714613,0.3634703574509233,0.0011045485979272259,0.04918032786885246
dm08_adaptive_repeat_sell,dm09_two_level_sell,1714613,0.3655932854819134,0.0010941036013912583,0.04918032786885246
dm08_adaptive_repeat_sell,dm10_excess_cancel_buy,1714613,0.35435634746732936,0.0012710780683038907,0.04918032786885246
dm08_adaptive_repeat_sell,dm10_excess_cancel_sell,1714613,0.3595394412616725,0.0012715244075760185,0.04918032786885246
dm08_adaptive_repeat_sell,dm11_recent_buy,1714613,0.033030193985464945,0.0020444294459584563,0.05517118928893394
dm08_adaptive_repeat_sell,dm11_recent_sell,1714613,0.03758282481236291,0.0019223493716612437,0.04039016076557787
dm08_adaptive_repeat_sell,dm12_persistent_buy,1714613,0.07250265803420364,0.00953662137185109,0.10512112387723871
dm08_adaptive_repeat_sell,dm12_persistent_sell,1714613,0.07937709558950037,0.010224739201143763,0.10176676382823834
dm09_two_level_buy,dm09_two_level_sell,1714613,0.5573660062066483,0.00045654961598104015,0.04285714285714286
