date,label,record_id,short_alias,formal_column,aggregation,factor_count,n,pearson_ic,rank_ic,pearson_ic_rolling20,pearson_ic_cumulative,rank_ic_rolling20,rank_ic_cumulative
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_sell,dm03_price_room_sell,dm03_price_room_sell,sell,2837,2826,-0.03463208663688801,-0.10421091314937435,0.01425400858966644,-0.40584561863021273,0.016741994099598395,-1.2804761501280033
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_buy,dm04_price_cap_buy,dm04_price_cap_buy,buy,2837,2826,-0.06990726762953445,-0.12969582613162356,0.0240303403281937,-0.7810051503801043,0.037100023963026,-1.005323807464155
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_sell,dm04_price_cap_sell,dm04_price_cap_sell,sell,2837,2826,-0.06847658180718158,-0.11695657124593233,0.00802334389079527,-1.417899420582566,0.01932596150998272,-1.7062680870596902
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_buy,dm05_lot_floor_buy,dm05_lot_floor_buy,buy,2837,2826,-0.06513581647947103,-0.12210440705689772,0.022771128716587586,-0.7683978832869466,0.03521119635988953,-1.0804032001460835
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_sell,dm05_lot_floor_sell,dm05_lot_floor_sell,sell,2837,2826,-0.06946666268170991,-0.12027701242634568,0.010848362072718618,-1.2720948778035999,0.022350118682436464,-1.6186785583518837
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_buy,dm06_soft_under_buy,dm06_soft_under_buy,buy,2837,2826,-0.06544509298876752,-0.12213522887037108,0.022406632717853658,-0.7802569761934752,0.03497786652362874,-1.0881898594647281
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_sell,dm06_soft_under_sell,dm06_soft_under_sell,sell,2837,2826,-0.07036392716943775,-0.1203299500136462,0.010613415722800877,-1.27868682468137,0.022072431594570785,-1.6288582648120267
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_buy,dm07_fresh_match_buy,dm07_fresh_match_buy,buy,2837,2826,-0.06359850099995139,-0.10477411570139701,0.0092547404634919,-0.9392045769497086,0.020715825126147683,-1.0690166995736698
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_sell,dm07_fresh_match_sell,dm07_fresh_match_sell,sell,2837,2826,-0.051398106364983015,-0.08700190995542484,-0.008180082221828793,-1.5635179138323505,0.008776038542515255,-1.5487989727869986
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,buy,2837,2826,-0.07074817572297339,-0.1473381257775857,0.013623222114290753,-0.5185256397538728,0.008600977571429743,-1.2214051503655996
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,sell,2837,2826,-0.05235392033419063,-0.1101150669814168,0.007408906961990214,-0.6986641789313931,0.004949584439765989,-1.3900076234135956
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_buy,dm09_two_level_buy,dm09_two_level_buy,buy,2837,2826,-0.023252054856177845,-0.09305141058576374,0.014453614137332076,-0.3294308427861054,0.001100815158642289,-1.183503975446186
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_sell,dm09_two_level_sell,dm09_two_level_sell,sell,2837,2826,-0.019376434007069013,-0.08045228113885752,0.010009121952101999,-0.37597838075491546,0.008287824963319847,-0.8193726791265294
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_buy,dm10_excess_cancel_buy,dm10_excess_cancel_buy,buy,2837,2826,-0.028828037167726302,-0.08678432601512244,-0.0029876239100237235,-0.12117104529300322,-0.01932126409390227,-0.41914139317564225
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_sell,dm10_excess_cancel_sell,dm10_excess_cancel_sell,sell,2837,2826,-0.031614322802541506,-0.08761863702066379,-0.025493613612500132,-0.9209766344837523,-0.039833624428551526,-1.1421880128580884
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_buy,dm11_recent_buy,dm11_recent_buy,buy,2837,2826,-0.048291548802736416,-0.11778980112282629,0.028922842318205643,-0.2589537028633901,0.03759880105978684,-0.7472478574189024
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_sell,dm11_recent_sell,dm11_recent_sell,sell,2837,2826,-0.08784439394540834,-0.1481861255332717,0.007201826821942803,-1.1613724887132881,0.011655775310475448,-1.7376522070634808
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_buy,dm12_persistent_buy,dm12_persistent_buy,buy,2837,2826,-0.0782083055478839,-0.14550853289117763,0.020553397568298545,-0.8351903232865145,0.03089990232807399,-1.2659889900342043
2024-03-11,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_sell,dm12_persistent_sell,dm12_persistent_sell,sell,2837,2826,-0.07857775162933192,-0.14213689245497424,0.008149013636346332,-1.323581532737397,0.015798132736865474,-1.8173726451059542
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_buy,dm01_exact_buy,dm01_exact_buy,buy,2838,2832,0.10275530650109926,0.11012848071880633,0.032153134161041694,-0.6858348051858385,0.0468899696429801,-0.9874100585315905
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_sell,dm01_exact_sell,dm01_exact_sell,sell,2838,2832,0.09429300457253224,0.12209037673024527,0.022681106997201227,-1.1862320984349735,0.03668932450126065,-1.508046218428751
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_buy,dm02_confirmed_buy,dm02_confirmed_buy,buy,2838,2832,0.10278859932353172,0.11013149434929,0.032150615819265954,-0.6859555897937275,0.04685947846420045,-0.9879770542159914
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_sell,dm02_confirmed_sell,dm02_confirmed_sell,sell,2838,2832,0.09427203966313119,0.12207819629790718,0.02262874104818929,-1.1864127359984393,0.0366577498941369,-1.5076821803931215
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_buy,dm03_price_room_buy,dm03_price_room_buy,buy,2838,2832,0.05306794798342107,0.051598908242060475,0.011967002834634033,-0.46054000282084845,0.02013090883598311,-1.2965943413707324
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_sell,dm03_price_room_sell,dm03_price_room_sell,sell,2838,2832,0.05153868631860284,0.03533544616025186,0.017543975674654644,-0.35430693231160987,0.023484352600033526,-1.2451407039677513
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_buy,dm04_price_cap_buy,dm04_price_cap_buy,buy,2838,2832,0.10664479170621072,0.11493878277269569,0.03490452263248624,-0.6743603586738935,0.049263688308111314,-0.8903850246914593
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_sell,dm04_price_cap_sell,dm04_price_cap_sell,sell,2838,2832,0.09338414357693856,0.12761211835204372,0.0218170961366235,-1.3245152770056272,0.03541267403266411,-1.5786559687076465
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_buy,dm05_lot_floor_buy,dm05_lot_floor_buy,buy,2838,2832,0.10223052955483045,0.11077638434707514,0.03259819756329381,-0.6661673537321161,0.047314420080455735,-0.9696268157990082
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_sell,dm05_lot_floor_sell,dm05_lot_floor_sell,sell,2838,2832,0.09506790530140576,0.12405950850619797,0.022876363842629026,-1.177026972502194,0.037037562316962744,-1.4946190498456857
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_buy,dm06_soft_under_buy,dm06_soft_under_buy,buy,2838,2832,0.10274653319068953,0.110285551120859,0.032377452174301706,-0.6775104430027856,0.047172247738067,-0.9779043083438692
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_sell,dm06_soft_under_sell,dm06_soft_under_sell,sell,2838,2832,0.0942514034245912,0.12207028504777553,0.02269741816079246,-1.1844354212567787,0.03673748362480965,-1.5067879797642512
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_buy,dm07_fresh_match_buy,dm07_fresh_match_buy,buy,2838,2832,0.09770320873737456,0.11021576727691933,0.020702806116692094,-0.841501368212334,0.03300491493512595,-0.9588009322967506
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_sell,dm07_fresh_match_sell,dm07_fresh_match_sell,sell,2838,2832,0.06015638836069255,0.09049059611442244,0.005134086507463276,-1.503361525471658,0.02426415502007608,-1.4583083766725762
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,buy,2838,2832,0.049735570420176414,0.009994835140025726,0.019148763945726486,-0.4687900693336963,0.010095978763701729,-1.211410315225574
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,sell,2838,2832,0.06656527920984782,0.05794311629282655,0.015181239388854111,-0.6320988997215453,0.012589029478959086,-1.332064507120769
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_buy,dm09_two_level_buy,dm09_two_level_buy,buy,2838,2832,0.05190855505690155,0.023230325440333325,0.017820558549513497,-0.27752228772920384,0.004950273613050259,-1.1602736500058528
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_sell,dm09_two_level_sell,dm09_two_level_sell,sell,2838,2832,0.05668396451962811,0.030254015640899964,0.012514949523498742,-0.31929441623528737,0.011257527171633409,-0.7891186634856294
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_buy,dm10_excess_cancel_buy,dm10_excess_cancel_buy,buy,2838,2832,-0.005983793071721946,-0.042055594983258164,-0.007757371578704068,-0.12715483836472516,-0.02672569092775758,-0.4611969881589004
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_sell,dm10_excess_cancel_sell,dm10_excess_cancel_sell,sell,2838,2832,-0.01707381086733737,-0.05351519746075667,-0.02790520426892783,-0.9380504453510896,-0.04717218512285965,-1.195703210318845
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_buy,dm11_recent_buy,dm11_recent_buy,buy,2838,2832,0.08831650272005685,0.10981996763035345,0.03392507900674134,-0.17063720014333325,0.046753399586556936,-0.637427889788549
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_sell,dm11_recent_sell,dm11_recent_sell,sell,2838,2832,0.07932007121491563,0.102501564410988,0.014712516147481097,-1.0820524174983726,0.02147140276444155,-1.6351506426524929
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_buy,dm12_persistent_buy,dm12_persistent_buy,buy,2838,2832,0.09771041062557888,0.0971248644496065,0.028461885289236554,-0.7374799126609357,0.041438377390725645,-1.1688641255845977
2024-03-12,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_sell,dm12_persistent_sell,dm12_persistent_sell,sell,2838,2832,0.08656310583464806,0.10370444648999942,0.018656404407178466,-1.2370184269027489,0.028513755347572844,-1.7136681986159548
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_buy,dm01_exact_buy,dm01_exact_buy,buy,2839,2835,0.0037146456596039296,0.018025288138567856,0.04098180801272928,-0.6821201595262346,0.06035346488977602,-0.9693847703930226
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_sell,dm01_exact_sell,dm01_exact_sell,sell,2839,2835,-0.012485761708534526,0.020260478652375173,0.03249828947420093,-1.1987178601435078,0.05125636092926187,-1.4877857397763758
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_buy,dm02_confirmed_buy,dm02_confirmed_buy,buy,2839,2835,0.0036246476194003,0.017934861256041282,0.0409750511101445,-0.6823309421743272,0.060316672329621755,-0.9700421929599501
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_sell,dm02_confirmed_sell,dm02_confirmed_sell,sell,2839,2835,-0.01250100873223474,0.0202122082081334,0.032448564457932906,-1.1989137447306741,0.05122308692026173,-1.487469972184988
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_buy,dm03_price_room_buy,dm03_price_room_buy,buy,2839,2835,0.041286002940893074,0.06399882134002718,0.018417843205888663,-0.4192539998799554,0.03354348813313321,-1.2325955200307053
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_sell,dm03_price_room_sell,dm03_price_room_sell,sell,2839,2835,0.04130487451185675,0.07349244125767627,0.02375006598765199,-0.3130020577997531,0.03747017778864108,-1.171648262710075
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_buy,dm04_price_cap_buy,dm04_price_cap_buy,buy,2839,2835,-0.009291790796880492,0.0027388624111386382,0.04394287078693136,-0.683652149470774,0.062199522062713564,-0.8876461622803207
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_sell,dm04_price_cap_sell,dm04_price_cap_sell,sell,2839,2835,-0.03096283306909483,0.006343487173533442,0.032326642881695976,-1.3554781100747222,0.05036541483430542,-1.5723124815341132
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_buy,dm05_lot_floor_buy,dm05_lot_floor_buy,buy,2839,2835,0.004131860109937628,0.019194930087225743,0.041460479128476876,-0.6620354936221785,0.06080420138190753,-0.9504318857117825
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_sell,dm05_lot_floor_sell,dm05_lot_floor_sell,sell,2839,2835,-0.012727196106732513,0.02067926433459723,0.03267434494962378,-1.1897541686089266,0.051600697560183637,-1.4739397855110885
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_buy,dm06_soft_under_buy,dm06_soft_under_buy,buy,2839,2835,0.0038000657163610578,0.01815315145917288,0.04121425377002173,-0.6737103772864246,0.06064543720801039,-0.9597511568846963
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_sell,dm06_soft_under_sell,dm06_soft_under_sell,sell,2839,2835,-0.01244730822591662,0.02052399073891796,0.032522094277052514,-1.1968827294826954,0.05132463730745729,-1.4862639890253333
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_buy,dm07_fresh_match_buy,dm07_fresh_match_buy,buy,2839,2835,-0.04485840229548581,-0.019547462200236183,0.02991404057910817,-0.8863597705078199,0.044940461534944846,-0.9783483944969867
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_sell,dm07_fresh_match_sell,dm07_fresh_match_sell,sell,2839,2835,-0.022676705178195526,0.024492342864678593,0.017471465513182592,-1.5260382306498534,0.04038264890646044,-1.4338160338078976
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,buy,2839,2835,0.04334065919275973,0.06421898717886855,0.023740530081692312,-0.4254494101409366,0.019498022201259436,-1.1471913280467054
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,sell,2839,2835,0.024097474536553785,0.09674272416086843,0.022950569266220956,-0.6080014251849915,0.02627828230235541,-1.2353217829599008
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_buy,dm09_two_level_buy,dm09_two_level_buy,buy,2839,2835,0.0261000799826315,0.06322313438039423,0.0236390950874799,-0.25142220774657237,0.015653731234637428,-1.0970505156254584
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_sell,dm09_two_level_sell,dm09_two_level_sell,sell,2839,2835,0.0335935249703161,0.08620655989521273,0.018441749176236696,-0.2857008912649713,0.02280953103003446,-0.7029121035904167
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_buy,dm10_excess_cancel_buy,dm10_excess_cancel_buy,buy,2839,2835,0.03669595584940521,0.07367881562505169,-0.008982829147054172,-0.09045888251531996,-0.02498180135614305,-0.3875181725338488
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_sell,dm10_excess_cancel_sell,dm10_excess_cancel_sell,sell,2839,2835,-0.008002640050120078,0.05159209140818198,-0.02922084631874435,-0.9460530854012097,-0.04525930376794063,-1.144111118910663
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_buy,dm11_recent_buy,dm11_recent_buy,buy,2839,2835,0.03864193928029763,0.056107489826899795,0.043503811737802094,-0.13199526086303562,0.06163294750237236,-0.5813203999616492
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_sell,dm11_recent_sell,dm11_recent_sell,sell,2839,2835,-0.009645773414555185,0.021739648443125467,0.02186696748859586,-1.0916981909129277,0.034351206927185116,-1.6134109942093673
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_buy,dm12_persistent_buy,dm12_persistent_buy,buy,2839,2835,0.024205523258500686,0.04557679983264137,0.03784923331059731,-0.7132743894024349,0.056399264791545646,-1.1232873257519564
2024-03-13,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_sell,dm12_persistent_sell,dm12_persistent_sell,sell,2839,2835,0.0030888252377976474,0.04027351012373399,0.02914987451686573,-1.2339296016649512,0.044454513838652246,-1.6733946884922208
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_buy,dm01_exact_buy,dm01_exact_buy,buy,2839,2829,-0.05332066243822169,-0.10602907585772747,0.027811300213106016,-0.7354408219644563,0.04404153128273772,-1.07541384625075
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_sell,dm01_exact_sell,dm01_exact_sell,sell,2839,2829,-0.057820954632896174,-0.11375220953880556,0.02060002435102279,-1.256538814776404,0.035450791774485416,-1.6015379493151813
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_buy,dm02_confirmed_buy,dm02_confirmed_buy,buy,2839,2829,-0.05336282191521837,-0.106033491407364,0.027800143883684385,-0.7356937640895456,0.04400206774130802,-1.076075684367314
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_sell,dm02_confirmed_sell,dm02_confirmed_sell,sell,2839,2829,-0.05779255433161804,-0.11370804267940358,0.020559658661362026,-1.2567062990622921,0.03542242696814482,-1.6011780148643917
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_buy,dm03_price_room_buy,dm03_price_room_buy,buy,2839,2829,-0.04498177509936697,-0.12378727861445821,0.0059777503252960665,-0.46423577497932234,0.016055663070001547,-1.3563827986451633
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_sell,dm03_price_room_sell,dm03_price_room_sell,sell,2839,2829,-0.04866034789670735,-0.12363895701489964,0.009921875537601425,-0.36166240569646046,0.02014748418493931,-1.2952872197249747
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_buy,dm04_price_cap_buy,dm04_price_cap_buy,buy,2839,2829,-0.04890291071218846,-0.09807451482445517,0.03214187807814521,-0.7325550601829625,0.04707674349079876,-0.9857206771047758
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_sell,dm04_price_cap_sell,dm04_price_cap_sell,sell,2839,2829,-0.05322352630545316,-0.10460010652100847,0.02242995141236666,-1.4087016363801752,0.036010018934530215,-1.6769125880551217
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_buy,dm05_lot_floor_buy,dm05_lot_floor_buy,buy,2839,2829,-0.05376164462250032,-0.10652311942777351,0.02827693220177644,-0.7157971382446788,0.044442089035323186,-1.056955005139556
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_sell,dm05_lot_floor_sell,dm05_lot_floor_sell,sell,2839,2829,-0.05823528601985621,-0.11340463893687862,0.020810483919038086,-1.2479894546287829,0.03587113886928375,-1.587344424447967
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_buy,dm06_soft_under_buy,dm06_soft_under_buy,buy,2839,2829,-0.053318759621653916,-0.10593633931317648,0.028036398221150716,-0.7270291369080786,0.04431295392176256,-1.0656874961978728
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_sell,dm06_soft_under_sell,dm06_soft_under_sell,sell,2839,2829,-0.05783653727521418,-0.11401856785480168,0.02066134085558633,-1.2547192667579097,0.03556246138094584,-1.6002825568801349
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_buy,dm07_fresh_match_buy,dm07_fresh_match_buy,buy,2839,2829,-0.04967665424834661,-0.08347422814771821,0.019973663740765528,-0.9360364247561664,0.032266001903795624,-1.061822622644705
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm07_fresh_match_sell,dm07_fresh_match_sell,dm07_fresh_match_sell,sell,2839,2829,-0.038947901277220164,-0.07020428399638398,0.012081309688863992,-1.5649861319270737,0.03071701843576543,-1.5040203178042815
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,dm08_adaptive_repeat_buy,buy,2839,2829,-0.03244158384562137,-0.0940015032441977,0.014914971197776367,-0.45789099398655797,0.006063297759670171,-1.241192831290903
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,dm08_adaptive_repeat_sell,sell,2839,2829,-0.04114641036520901,-0.12126857759828423,0.012535990058195353,-0.6491478355502005,0.00984470436352157,-1.3565903605581848
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_buy,dm09_two_level_buy,dm09_two_level_buy,buy,2839,2829,-0.05109781806259181,-0.1178906860869673,0.015634097311569915,-0.30252002580916415,0.002013364040307609,-1.214941201712426
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm09_two_level_sell,dm09_two_level_sell,dm09_two_level_sell,sell,2839,2829,-0.015272537962641924,-0.10102099046436708,0.009962940481526272,-0.30097342922761317,0.007459808225542387,-0.8039330940547837
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_buy,dm10_excess_cancel_buy,dm10_excess_cancel_buy,buy,2839,2829,-0.00425496889359576,-0.04707755144570807,-0.015876677668671624,-0.09471385140891572,-0.03757888485266163,-0.4345957239795568
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm10_excess_cancel_sell,dm10_excess_cancel_sell,dm10_excess_cancel_sell,sell,2839,2829,-0.012314837789609031,-0.05297906029682489,-0.03258966674979757,-0.9583679231908188,-0.05254978531441924,-1.197090179207488
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_buy,dm11_recent_buy,dm11_recent_buy,buy,2839,2829,-0.028744546169544135,-0.0918052333193662,0.03179462427237535,-0.16073980703257976,0.04582008174619673,-0.6731256332810154
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm11_recent_sell,dm11_recent_sell,dm11_recent_sell,sell,2839,2829,-0.06925479698728501,-0.13087052082417117,0.008712509632877641,-1.1609529879002127,0.016585752487791768,-1.7442815150335385
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_buy,dm12_persistent_buy,dm12_persistent_buy,buy,2839,2829,-0.06256449195270261,-0.12846921227767427,0.023490154596825748,-0.7758388813551376,0.03821530543074581,-1.2517565380296307
2024-03-14,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm12_persistent_sell,dm12_persistent_sell,dm12_persistent_sell,sell,2839,2829,-0.06146319507273319,-0.131860692324652,0.01621723180260782,-1.2953927967376846,0.027170163622341842,-1.8052553808168728
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_buy,dm01_exact_buy,dm01_exact_buy,buy,2839,2826,0.06497741679239473,0.10720254641295576,0.027891641719263165,-0.6704634051720615,0.0443971169177603,-0.9682112998377943
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm01_exact_sell,dm01_exact_sell,dm01_exact_sell,sell,2839,2826,0.03542882014196716,0.03375525733267028,0.01748331355049226,-1.2211099946344368,0.030615345889763574,-1.567782691982511
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_buy,dm02_confirmed_buy,dm02_confirmed_buy,buy,2839,2826,0.06490843657310716,0.10712641748969759,0.027881196826319142,-0.6707853275164384,0.04436114595523278,-0.9689492668776164
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm02_confirmed_sell,dm02_confirmed_sell,dm02_confirmed_sell,sell,2839,2826,0.035046123317805516,0.03350905306655469,0.01742298448315514,-1.2216601757444865,0.030574711041884833,-1.567668961797837
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_buy,dm03_price_room_buy,dm03_price_room_buy,buy,2839,2826,0.08722087738043895,0.09659156805688789,0.00774919404113851,-0.3770148975988834,0.016023059005389157,-1.2597912305882755
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm03_price_room_sell,dm03_price_room_sell,dm03_price_room_sell,sell,2839,2826,0.11660300535107081,0.08664993032068323,0.01334596834825438,-0.24505940034538964,0.020254274705434134,-1.2086372894042916
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_buy,dm04_price_cap_buy,dm04_price_cap_buy,buy,2839,2826,0.04916942049704934,0.09498695117545115,0.03165197085165772,-0.6833856396859131,0.04744462693597178,-0.8907337259293246
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm04_price_cap_sell,dm04_price_cap_sell,dm04_price_cap_sell,sell,2839,2826,0.0003224450279938201,0.005193811210407604,0.01718047230447932,-1.4083791913521815,0.029730518383211797,-1.671718776844714
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_buy,dm05_lot_floor_buy,dm05_lot_floor_buy,buy,2839,2826,0.06642131271733662,0.10839146251127955,0.028357332424544412,-0.6493758255273422,0.044825304782521724,-0.9485635426282765
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm05_lot_floor_sell,dm05_lot_floor_sell,dm05_lot_floor_sell,sell,2839,2826,0.03602512198986053,0.0332415134160324,0.0175502045894729,-1.2119643326389222,0.030912370843634695,-1.5541029110319347
2024-03-15,ret_intraday_vwap_0944_0945_from_d1_0935_last,dm06_soft_under_buy,dm06_soft_under_buy,dm06_soft_under_buy,buy,2839,2826,0.06508607259878922,0.10778846491685855,0.028128528924710055,-0.6619430643092893,0.04473126280548252,-0.9578990312810142
