period,formal_column,mean,std,icir,ordinary_t,nw_se,nw_t,ci_low,ci_high,positive_fraction,valid_days
2026H1,dm02_confirmed_sell,-4.508270949303136e-05,0.003126017500260015,-0.014421771307832246,-0.15532723060696071,0.00029519538435842025,-0.15272159349989312,-0.0006236656628355351,0.0005335002438494723,0.5086206896551724,116
2026H1,dm03_price_room_buy,0.0008625191427051919,0.0050930814926455955,0.16935113721440914,1.2444716206060853,0.0007379778736597794,1.1687601667889953,-0.0005839174896679757,0.0023089557750783597,0.6111111111111112,54
2026H1,dm03_price_room_sell,0.0007854446916397035,0.00498665731275615,0.1575092576805893,1.0912561478609561,0.0007650945429728471,1.0265982143694083,-0.0007141406125870769,0.002285029995866484,0.625,48
2026H1,dm04_price_cap_buy,0.0005869718981574665,0.00272819199870634,0.21515050936143723,2.317241902500549,0.00024993341828997187,2.348513064693349,9.710239830912164e-05,0.0010768413980058113,0.6206896551724138,116
2026H1,dm04_price_cap_sell,-0.00043046439551819483,0.0031003515747391654,-0.1388437359896547,-1.4953928014851254,0.0002846004015559514,-1.5125220947152005,-0.0009882811825678596,0.0001273523915314699,0.46551724137931033,116
2026H1,dm05_lot_floor_buy,0.0007452454835690478,0.0031123961591919217,0.23944428840399853,2.5788939103651547,0.00029778666175383687,2.502615393113542,0.0001615836265315276,0.001328907340606568,0.6120689655172413,116
2026H1,dm05_lot_floor_sell,-5.4308150401890516e-05,0.0031391154391822683,-0.017300462966101576,-0.18633168862436805,0.00029706957904409236,-0.18281289715575308,-0.0006365645253283115,0.0005279482245245306,0.5172413793103449,116
2026H1,dm06_soft_under_buy,0.0007348304464213268,0.0030939866463564796,0.23750278537455002,2.557983282790892,0.00029692497197776906,2.4748017707191834,0.00015285750134489946,0.001316803391497754,0.6120689655172413,116
2026H1,dm06_soft_under_sell,-3.3061307263199375e-05,0.003128143305786654,-0.010568987425237297,-0.11383147825887001,0.0002956157388023702,-0.1118387924714051,-0.000612468155315845,0.0005463455407894462,0.5172413793103449,116
2026H1,dm07_fresh_match_buy,0.00041018622680771176,0.0021382744042262192,0.19183049004234165,2.066077607822768,0.0002056664284911677,1.9944248063087608,7.0800269650230624e-06,0.0008132924266504005,0.5517241379310345,116
2026H1,dm07_fresh_match_sell,-0.0004074432687534684,0.0027190856578002197,-0.14984569080589244,-1.6138874812573005,0.0002563121169803606,-1.589637171873103,-0.0009098150180349752,9.49284805280384e-05,0.4224137931034483,116
2026H1,dm08_adaptive_repeat_buy,-0.000503389351997666,,,,,,,,0.0,1
2026H1,dm08_adaptive_repeat_sell,,,,,,,,,,0
2026H1,dm09_two_level_buy,,,,,,,,,,0
2026H1,dm09_two_level_sell,,,,,,,,,,0
2026H1,dm10_excess_cancel_buy,,,,,,,,,,0
2026H1,dm10_excess_cancel_sell,,,,,,,,,,0
2026H1,dm11_recent_buy,0.0007721664470310911,0.0031395470979712335,0.24594835590460257,2.6489448611801145,0.00030698684243307987,2.5153079555825455,0.0001704722358622546,0.0013738606581999275,0.646551724137931,116
2026H1,dm11_recent_sell,-0.00017472808164508126,0.003178500504265755,-0.054971859029307936,-0.5920650412547764,0.0003044791586075199,-0.5738589217211727,-0.0007715072325158202,0.00042205106922565765,0.5172413793103449,116
2026H1,dm12_persistent_buy,0.0007439810139863304,0.003363162918804732,0.22121468152091225,2.3825550354957685,0.00032420458334605985,2.294788698875969,0.00010854003062805311,0.0013794219973446078,0.6120689655172413,116
2026H1,dm12_persistent_sell,9.778321434619644e-05,0.0032853604876138093,0.029763313558694857,0.3205606974399855,0.0003131569820701702,0.3122498297811729,-0.0005160044705113371,0.0007115708992037299,0.5431034482758621,116
2024Q1,dm01_exact_buy,-0.0003205133105604843,0.0035741699674597728,-0.08967489332587027,-0.6829436408623777,0.0004931640490746147,-0.6499121563339896,-0.0012871148467467292,0.0006460882256257607,0.5,58
2024Q1,dm01_exact_sell,-0.0010013163848625482,0.003419586612514305,-0.2928179626151696,-2.230035164598472,0.00048018516351355523,-2.0852713930930977,-0.0019424793053491164,-6.0153464375980016e-05,0.3620689655172414,58
2024Q1,dm02_confirmed_buy,-0.0003177631672261475,0.003574068923692464,-0.08890795729195343,-0.6771028300413559,0.0004931453847825556,-0.6443600143723539,-0.0012843281213999564,0.0006488017869476614,0.5,58
2024Q1,dm02_confirmed_sell,-0.0010017673129644835,0.0034205794665710804,-0.2928647975451637,-2.230391848798736,0.00048040262049147287,-2.0852661293554804,-0.0019433564491277704,-6.0178176801196654e-05,0.3620689655172414,58
2024Q1,dm03_price_room_buy,0.0003208946310825126,0.005818977235268796,0.055146225549323614,0.13508011383627583,0.0017985424805865313,0.17841926701551364,-0.0032042486308670884,0.0038460378930321136,0.6666666666666666,6
