date,formal_column,spread,n
2024-01-19,dm12_persistent_sell,-0.002546202043962002,2828
2024-01-22,dm01_exact_buy,-0.0018637467922757746,2826
2024-01-22,dm01_exact_sell,-0.002307773977796612,2826
2024-01-22,dm02_confirmed_buy,-0.0018637467922757746,2826
2024-01-22,dm02_confirmed_sell,-0.002307773977796612,2826
2024-01-22,dm03_price_room_buy,,2826
2024-01-22,dm03_price_room_sell,,2826
2024-01-22,dm04_price_cap_buy,-0.0021720590710520063,2826
2024-01-22,dm04_price_cap_sell,-0.0028122450566488233,2826
2024-01-22,dm05_lot_floor_buy,-0.001897264577480882,2826
2024-01-22,dm05_lot_floor_sell,-0.002249258035195074,2826
2024-01-22,dm06_soft_under_buy,-0.0018586408141019063,2826
2024-01-22,dm06_soft_under_sell,-0.002284696744167363,2826
2024-01-22,dm07_fresh_match_buy,-0.0007315863715496504,2826
2024-01-22,dm07_fresh_match_sell,-0.00242322371632863,2826
2024-01-22,dm08_adaptive_repeat_buy,,2826
2024-01-22,dm08_adaptive_repeat_sell,,2826
2024-01-22,dm09_two_level_buy,,2826
2024-01-22,dm09_two_level_sell,,2826
2024-01-22,dm10_excess_cancel_buy,,2826
2024-01-22,dm10_excess_cancel_sell,,2826
2024-01-22,dm11_recent_buy,-0.002060169901629537,2826
2024-01-22,dm11_recent_sell,-0.0028288437079562684,2826
2024-01-22,dm12_persistent_buy,-0.0013565238121977688,2826
2024-01-22,dm12_persistent_sell,-0.0016361441349927851,2826
2024-01-23,dm01_exact_buy,0.00019729678193651013,2828
2024-01-23,dm01_exact_sell,-0.0005530577138041749,2828
2024-01-23,dm02_confirmed_buy,0.00019729678193651013,2828
2024-01-23,dm02_confirmed_sell,-0.0005530577138041749,2828
2024-01-23,dm03_price_room_buy,0.001676289258261283,2828
2024-01-23,dm03_price_room_sell,0.002123990589382952,2828
2024-01-23,dm04_price_cap_buy,1.700828380299087e-05,2828
2024-01-23,dm04_price_cap_sell,-0.0008143846232982938,2828
2024-01-23,dm05_lot_floor_buy,0.0004184062363250908,2828
2024-01-23,dm05_lot_floor_sell,-0.000541539880179288,2828
2024-01-23,dm06_soft_under_buy,0.0003729619580906993,2828
2024-01-23,dm06_soft_under_sell,-0.0006287155221088002,2828
2024-01-23,dm07_fresh_match_buy,-0.002332656596117873,2828
2024-01-23,dm07_fresh_match_sell,-0.002346676310647884,2828
