period,formal_column,group,return_percentile,median_return,winsorized_mean,tail_contribution,positive_fraction
full,dm02_confirmed_sell,4,0.4993926103003714,-0.0005084943816261027,8.881609528795165e-05,0.00011427989292869749,0.4877006393315242
full,dm02_confirmed_sell,5,0.49943800777579667,-0.0004855872709295095,7.539319029519689e-05,0.00011012685170192656,0.4888908943922886
full,dm02_confirmed_sell,6,0.4998234257958055,-0.00047527732641648756,9.739130667554882e-05,0.00010217538851958252,0.4892235528434552
full,dm02_confirmed_sell,7,0.49629546303931427,-0.0005556076317898921,-1.636279397816572e-05,7.887860975996199e-05,0.4859122374913554
full,dm02_confirmed_sell,8,0.497445097978962,-0.0005356482825691227,3.4042277766569858e-06,7.19344326074199e-05,0.48782654811676474
full,dm02_confirmed_sell,9,0.4976269000386103,-0.0005484144630610721,-1.756677747622901e-06,6.644879112494203e-05,0.4878961756444541
full,dm02_confirmed_sell,10,0.49738292557707714,-0.0005219093864026002,-4.7923747478107386e-05,3.675280987312928e-05,0.4876061528461893
full,dm03_price_room_buy,1,0.4983401330908088,-0.0014922837450118474,-0.0011182817365566508,3.9931961847111006e-05,0.4511177424074863
full,dm03_price_room_buy,2,0.5042327331982461,-0.00037427499706514997,7.685252595886869e-05,7.77534950088821e-05,0.48490055896059997
full,dm03_price_room_buy,3,0.49260285875382265,-0.0007571873371978015,7.993433070592513e-08,0.0001571140525364613,0.47432617158711415
full,dm03_price_room_buy,4,0.4971716889061776,-0.0005630244272211618,3.69213869331762e-05,0.00012394798108314797,0.48401934115127293
full,dm03_price_room_buy,5,0.4999755091022519,-0.00046319687479665707,9.753148622444108e-05,0.00012185105911540486,0.4879268812817383
full,dm03_price_room_buy,6,0.4988774145488194,-0.0005163214765301994,7.023104964319731e-05,0.0001304075884981903,0.48808335985937107
full,dm03_price_room_buy,7,0.4991282531252322,-0.0005060009249610324,9.347688248621331e-05,0.00010233543852123449,0.48979143186889906
full,dm03_price_room_buy,8,0.4994251608515179,-0.0004930915623699217,0.00012882526121034662,8.570157186223305e-05,0.4904886500096629
